BOROUGH,NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,YEAR
BRONX,BATHGATE,01 ONE FAMILY DWELLINGS,3,2019
BRONX,BATHGATE,02 TWO FAMILY DWELLINGS,17,2019
BRONX,BATHGATE,03 THREE FAMILY DWELLINGS,6,2019
BRONX,BAYCHESTER,01 ONE FAMILY DWELLINGS,125,2019
BRONX,BAYCHESTER,02 TWO FAMILY DWELLINGS,147,2019
BRONX,BAYCHESTER,03 THREE FAMILY DWELLINGS,29,2019
BRONX,BEDFORD PARK/NORWOOD,01 ONE FAMILY DWELLINGS,21,2019
BRONX,BEDFORD PARK/NORWOOD,02 TWO FAMILY DWELLINGS,34,2019
BRONX,BEDFORD PARK/NORWOOD,03 THREE FAMILY DWELLINGS,12,2019
BRONX,BELMONT,01 ONE FAMILY DWELLINGS,4,2019
BRONX,BELMONT,02 TWO FAMILY DWELLINGS,19,2019
BRONX,BELMONT,03 THREE FAMILY DWELLINGS,5,2019
BRONX,BRONXDALE,01 ONE FAMILY DWELLINGS,48,2019
BRONX,BRONXDALE,02 TWO FAMILY DWELLINGS,90,2019
BRONX,BRONXDALE,03 THREE FAMILY DWELLINGS,21,2019
BRONX,CASTLE HILL/UNIONPORT,01 ONE FAMILY DWELLINGS,30,2019
BRONX,CASTLE HILL/UNIONPORT,02 TWO FAMILY DWELLINGS,63,2019
BRONX,CASTLE HILL/UNIONPORT,03 THREE FAMILY DWELLINGS,7,2019
BRONX,CITY ISLAND,01 ONE FAMILY DWELLINGS,37,2019
BRONX,CITY ISLAND,02 TWO FAMILY DWELLINGS,9,2019
BRONX,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,63,2019
BRONX,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,36,2019
BRONX,COUNTRY CLUB,03 THREE FAMILY DWELLINGS,9,2019
BRONX,CROTONA PARK,01 ONE FAMILY DWELLINGS,6,2019
BRONX,CROTONA PARK,02 TWO FAMILY DWELLINGS,8,2019
BRONX,CROTONA PARK,03 THREE FAMILY DWELLINGS,6,2019
BRONX,EAST TREMONT,01 ONE FAMILY DWELLINGS,14,2019
BRONX,EAST TREMONT,02 TWO FAMILY DWELLINGS,25,2019
BRONX,EAST TREMONT,03 THREE FAMILY DWELLINGS,5,2019
BRONX,FIELDSTON,01 ONE FAMILY DWELLINGS,16,2019
BRONX,FIELDSTON,02 TWO FAMILY DWELLINGS,2,2019
BRONX,FORDHAM,01 ONE FAMILY DWELLINGS,8,2019
BRONX,FORDHAM,02 TWO FAMILY DWELLINGS,18,2019
BRONX,FORDHAM,03 THREE FAMILY DWELLINGS,6,2019
BRONX,HIGHBRIDGE/MORRIS HEIGHTS,01 ONE FAMILY DWELLINGS,10,2019
BRONX,HIGHBRIDGE/MORRIS HEIGHTS,02 TWO FAMILY DWELLINGS,26,2019
BRONX,HIGHBRIDGE/MORRIS HEIGHTS,03 THREE FAMILY DWELLINGS,15,2019
BRONX,HUNTS POINT,02 TWO FAMILY DWELLINGS,15,2019
BRONX,HUNTS POINT,03 THREE FAMILY DWELLINGS,7,2019
BRONX,KINGSBRIDGE HTS/UNIV HTS,01 ONE FAMILY DWELLINGS,13,2019
BRONX,KINGSBRIDGE HTS/UNIV HTS,02 TWO FAMILY DWELLINGS,25,2019
BRONX,KINGSBRIDGE HTS/UNIV HTS,03 THREE FAMILY DWELLINGS,4,2019
BRONX,KINGSBRIDGE/JEROME PARK,01 ONE FAMILY DWELLINGS,11,2019
BRONX,KINGSBRIDGE/JEROME PARK,02 TWO FAMILY DWELLINGS,17,2019
BRONX,KINGSBRIDGE/JEROME PARK,03 THREE FAMILY DWELLINGS,5,2019
BRONX,MELROSE/CONCOURSE,01 ONE FAMILY DWELLINGS,11,2019
BRONX,MELROSE/CONCOURSE,02 TWO FAMILY DWELLINGS,23,2019
BRONX,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS,17,2019
BRONX,MORRIS PARK/VAN NEST,01 ONE FAMILY DWELLINGS,52,2019
BRONX,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,59,2019
BRONX,MORRIS PARK/VAN NEST,03 THREE FAMILY DWELLINGS,28,2019
BRONX,MORRISANIA/LONGWOOD,01 ONE FAMILY DWELLINGS,20,2019
BRONX,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,53,2019
BRONX,MORRISANIA/LONGWOOD,03 THREE FAMILY DWELLINGS,34,2019
BRONX,MOTT HAVEN/PORT MORRIS,01 ONE FAMILY DWELLINGS,9,2019
BRONX,MOTT HAVEN/PORT MORRIS,02 TWO FAMILY DWELLINGS,17,2019
BRONX,MOTT HAVEN/PORT MORRIS,03 THREE FAMILY DWELLINGS,8,2019
BRONX,MOUNT HOPE/MOUNT EDEN,01 ONE FAMILY DWELLINGS,4,2019
BRONX,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY DWELLINGS,11,2019
BRONX,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY DWELLINGS,8,2019
BRONX,PARKCHESTER,01 ONE FAMILY DWELLINGS,10,2019
BRONX,PARKCHESTER,02 TWO FAMILY DWELLINGS,35,2019
BRONX,PARKCHESTER,03 THREE FAMILY DWELLINGS,21,2019
BRONX,PELHAM GARDENS,01 ONE FAMILY DWELLINGS,24,2019
BRONX,PELHAM GARDENS,02 TWO FAMILY DWELLINGS,11,2019
BRONX,PELHAM GARDENS,03 THREE FAMILY DWELLINGS,1,2019
BRONX,PELHAM PARKWAY NORTH,01 ONE FAMILY DWELLINGS,37,2019
BRONX,PELHAM PARKWAY NORTH,02 TWO FAMILY DWELLINGS,27,2019
BRONX,PELHAM PARKWAY NORTH,03 THREE FAMILY DWELLINGS,7,2019
BRONX,PELHAM PARKWAY SOUTH,01 ONE FAMILY DWELLINGS,11,2019
BRONX,PELHAM PARKWAY SOUTH,02 TWO FAMILY DWELLINGS,13,2019
BRONX,PELHAM PARKWAY SOUTH,03 THREE FAMILY DWELLINGS,3,2019
BRONX,RIVERDALE,01 ONE FAMILY DWELLINGS,41,2019
BRONX,RIVERDALE,02 TWO FAMILY DWELLINGS,17,2019
BRONX,RIVERDALE,03 THREE FAMILY DWELLINGS,2,2019
BRONX,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,42,2019
BRONX,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,65,2019
BRONX,SCHUYLERVILLE/PELHAM BAY,03 THREE FAMILY DWELLINGS,18,2019
BRONX,SOUNDVIEW,01 ONE FAMILY DWELLINGS,52,2019
BRONX,SOUNDVIEW,02 TWO FAMILY DWELLINGS,105,2019
BRONX,SOUNDVIEW,03 THREE FAMILY DWELLINGS,63,2019
BRONX,THROGS NECK,01 ONE FAMILY DWELLINGS,137,2019
BRONX,THROGS NECK,02 TWO FAMILY DWELLINGS,89,2019
BRONX,THROGS NECK,03 THREE FAMILY DWELLINGS,6,2019
BRONX,WAKEFIELD,01 ONE FAMILY DWELLINGS,64,2019
BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,82,2019
BRONX,WAKEFIELD,03 THREE FAMILY DWELLINGS,14,2019
BRONX,WESTCHESTER,01 ONE FAMILY DWELLINGS,19,2019
BRONX,WESTCHESTER,02 TWO FAMILY DWELLINGS,38,2019
BRONX,WESTCHESTER,03 THREE FAMILY DWELLINGS,13,2019
BRONX,WILLIAMSBRIDGE,01 ONE FAMILY DWELLINGS,59,2019
BRONX,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS,154,2019
BRONX,WILLIAMSBRIDGE,03 THREE FAMILY DWELLINGS,56,2019
BRONX,WOODLAWN,01 ONE FAMILY DWELLINGS,18,2019
BRONX,WOODLAWN,02 TWO FAMILY DWELLINGS,14,2019
BRONX,WOODLAWN,03 THREE FAMILY DWELLINGS,2,2019
BROOKLYN,BATH BEACH,01 ONE FAMILY DWELLINGS,22,2019
BROOKLYN,BATH BEACH,02 TWO FAMILY DWELLINGS,47,2019
BROOKLYN,BATH BEACH,03 THREE FAMILY DWELLINGS,21,2019
BROOKLYN,BAY RIDGE,01 ONE FAMILY DWELLINGS,101,2019
BROOKLYN,BAY RIDGE,02 TWO FAMILY DWELLINGS,108,2019
BROOKLYN,BAY RIDGE,03 THREE FAMILY DWELLINGS,11,2019
BROOKLYN,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS,31,2019
BROOKLYN,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,240,2019
BROOKLYN,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,119,2019
BROOKLYN,BENSONHURST,01 ONE FAMILY DWELLINGS,42,2019
BROOKLYN,BENSONHURST,02 TWO FAMILY DWELLINGS,88,2019
BROOKLYN,BENSONHURST,03 THREE FAMILY DWELLINGS,42,2019
BROOKLYN,BERGEN BEACH,01 ONE FAMILY DWELLINGS,53,2019
BROOKLYN,BERGEN BEACH,02 TWO FAMILY DWELLINGS,35,2019
BROOKLYN,BERGEN BEACH,03 THREE FAMILY DWELLINGS,12,2019
BROOKLYN,BOERUM HILL,01 ONE FAMILY DWELLINGS,4,2019
BROOKLYN,BOERUM HILL,02 TWO FAMILY DWELLINGS,12,2019
BROOKLYN,BOERUM HILL,03 THREE FAMILY DWELLINGS,5,2019
BROOKLYN,BOROUGH PARK,01 ONE FAMILY DWELLINGS,61,2019
BROOKLYN,BOROUGH PARK,02 TWO FAMILY DWELLINGS,135,2019
BROOKLYN,BOROUGH PARK,03 THREE FAMILY DWELLINGS,62,2019
BROOKLYN,BRIGHTON BEACH,01 ONE FAMILY DWELLINGS,5,2019
BROOKLYN,BRIGHTON BEACH,02 TWO FAMILY DWELLINGS,16,2019
BROOKLYN,BRIGHTON BEACH,03 THREE FAMILY DWELLINGS,6,2019
BROOKLYN,BROOKLYN HEIGHTS,01 ONE FAMILY DWELLINGS,8,2019
BROOKLYN,BROOKLYN HEIGHTS,02 TWO FAMILY DWELLINGS,14,2019
BROOKLYN,BROOKLYN HEIGHTS,03 THREE FAMILY DWELLINGS,2,2019
BROOKLYN,BROWNSVILLE,01 ONE FAMILY DWELLINGS,40,2019
BROOKLYN,BROWNSVILLE,02 TWO FAMILY DWELLINGS,35,2019
BROOKLYN,BROWNSVILLE,03 THREE FAMILY DWELLINGS,15,2019
BROOKLYN,BUSH TERMINAL,02 TWO FAMILY DWELLINGS,8,2019
BROOKLYN,BUSH TERMINAL,03 THREE FAMILY DWELLINGS,2,2019
BROOKLYN,BUSHWICK,01 ONE FAMILY DWELLINGS,12,2019
BROOKLYN,BUSHWICK,02 TWO FAMILY DWELLINGS,129,2019
BROOKLYN,BUSHWICK,03 THREE FAMILY DWELLINGS,64,2019
BROOKLYN,CANARSIE,01 ONE FAMILY DWELLINGS,122,2019
BROOKLYN,CANARSIE,02 TWO FAMILY DWELLINGS,280,2019
BROOKLYN,CANARSIE,03 THREE FAMILY DWELLINGS,34,2019
BROOKLYN,CARROLL GARDENS,01 ONE FAMILY DWELLINGS,7,2019
BROOKLYN,CARROLL GARDENS,02 TWO FAMILY DWELLINGS,15,2019
BROOKLYN,CARROLL GARDENS,03 THREE FAMILY DWELLINGS,21,2019
BROOKLYN,CLINTON HILL,01 ONE FAMILY DWELLINGS,7,2019
BROOKLYN,CLINTON HILL,02 TWO FAMILY DWELLINGS,31,2019
BROOKLYN,CLINTON HILL,03 THREE FAMILY DWELLINGS,10,2019
BROOKLYN,COBBLE HILL,01 ONE FAMILY DWELLINGS,7,2019
BROOKLYN,COBBLE HILL,02 TWO FAMILY DWELLINGS,7,2019
BROOKLYN,COBBLE HILL,03 THREE FAMILY DWELLINGS,11,2019
BROOKLYN,COBBLE HILL-WEST,01 ONE FAMILY DWELLINGS,1,2019
BROOKLYN,COBBLE HILL-WEST,02 TWO FAMILY DWELLINGS,2,2019
BROOKLYN,COBBLE HILL-WEST,03 THREE FAMILY DWELLINGS,2,2019
BROOKLYN,CONEY ISLAND,01 ONE FAMILY DWELLINGS,24,2019
BROOKLYN,CONEY ISLAND,02 TWO FAMILY DWELLINGS,2,2019
BROOKLYN,CONEY ISLAND,03 THREE FAMILY DWELLINGS,2,2019
BROOKLYN,CROWN HEIGHTS,01 ONE FAMILY DWELLINGS,31,2019
BROOKLYN,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS,107,2019
BROOKLYN,CROWN HEIGHTS,03 THREE FAMILY DWELLINGS,37,2019
BROOKLYN,CYPRESS HILLS,01 ONE FAMILY DWELLINGS,42,2019
BROOKLYN,CYPRESS HILLS,02 TWO FAMILY DWELLINGS,98,2019
BROOKLYN,CYPRESS HILLS,03 THREE FAMILY DWELLINGS,26,2019
BROOKLYN,DOWNTOWN-FULTON MALL,01 ONE FAMILY DWELLINGS,2,2019
BROOKLYN,DOWNTOWN-FULTON MALL,02 TWO FAMILY DWELLINGS,3,2019
BROOKLYN,DOWNTOWN-METROTECH,03 THREE FAMILY DWELLINGS,1,2019
BROOKLYN,DYKER HEIGHTS,01 ONE FAMILY DWELLINGS,62,2019
BROOKLYN,DYKER HEIGHTS,02 TWO FAMILY DWELLINGS,60,2019
BROOKLYN,DYKER HEIGHTS,03 THREE FAMILY DWELLINGS,9,2019
BROOKLYN,EAST NEW YORK,01 ONE FAMILY DWELLINGS,98,2019
BROOKLYN,EAST NEW YORK,02 TWO FAMILY DWELLINGS,283,2019
BROOKLYN,EAST NEW YORK,03 THREE FAMILY DWELLINGS,106,2019
BROOKLYN,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS,73,2019
BROOKLYN,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS,68,2019
BROOKLYN,FLATBUSH-CENTRAL,03 THREE FAMILY DWELLINGS,18,2019
BROOKLYN,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS,175,2019
BROOKLYN,FLATBUSH-EAST,02 TWO FAMILY DWELLINGS,172,2019
BROOKLYN,FLATBUSH-EAST,03 THREE FAMILY DWELLINGS,29,2019
BROOKLYN,FLATBUSH-LEFFERTS GARDEN,01 ONE FAMILY DWELLINGS,19,2019
BROOKLYN,FLATBUSH-LEFFERTS GARDEN,02 TWO FAMILY DWELLINGS,25,2019
BROOKLYN,FLATBUSH-LEFFERTS GARDEN,03 THREE FAMILY DWELLINGS,7,2019
BROOKLYN,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS,26,2019
BROOKLYN,FLATBUSH-NORTH,02 TWO FAMILY DWELLINGS,78,2019
BROOKLYN,FLATBUSH-NORTH,03 THREE FAMILY DWELLINGS,25,2019
BROOKLYN,FLATLANDS,01 ONE FAMILY DWELLINGS,40,2019
BROOKLYN,FLATLANDS,02 TWO FAMILY DWELLINGS,51,2019
BROOKLYN,FLATLANDS,03 THREE FAMILY DWELLINGS,4,2019
BROOKLYN,FORT GREENE,01 ONE FAMILY DWELLINGS,4,2019
BROOKLYN,FORT GREENE,02 TWO FAMILY DWELLINGS,18,2019
BROOKLYN,FORT GREENE,03 THREE FAMILY DWELLINGS,12,2019
BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,73,2019
BROOKLYN,GERRITSEN BEACH,02 TWO FAMILY DWELLINGS,8,2019
BROOKLYN,GOWANUS,01 ONE FAMILY DWELLINGS,6,2019
BROOKLYN,GOWANUS,02 TWO FAMILY DWELLINGS,13,2019
BROOKLYN,GOWANUS,03 THREE FAMILY DWELLINGS,6,2019
BROOKLYN,GRAVESEND,01 ONE FAMILY DWELLINGS,61,2019
BROOKLYN,GRAVESEND,02 TWO FAMILY DWELLINGS,89,2019
BROOKLYN,GRAVESEND,03 THREE FAMILY DWELLINGS,37,2019
BROOKLYN,GREENPOINT,01 ONE FAMILY DWELLINGS,10,2019
BROOKLYN,GREENPOINT,02 TWO FAMILY DWELLINGS,33,2019
BROOKLYN,GREENPOINT,03 THREE FAMILY DWELLINGS,19,2019
BROOKLYN,KENSINGTON,01 ONE FAMILY DWELLINGS,5,2019
BROOKLYN,KENSINGTON,02 TWO FAMILY DWELLINGS,13,2019
BROOKLYN,KENSINGTON,03 THREE FAMILY DWELLINGS,6,2019
BROOKLYN,MADISON,01 ONE FAMILY DWELLINGS,80,2019
BROOKLYN,MADISON,02 TWO FAMILY DWELLINGS,37,2019
BROOKLYN,MADISON,03 THREE FAMILY DWELLINGS,4,2019
BROOKLYN,MANHATTAN BEACH,01 ONE FAMILY DWELLINGS,19,2019
BROOKLYN,MANHATTAN BEACH,02 TWO FAMILY DWELLINGS,19,2019
BROOKLYN,MANHATTAN BEACH,03 THREE FAMILY DWELLINGS,4,2019
BROOKLYN,MARINE PARK,01 ONE FAMILY DWELLINGS,130,2019
BROOKLYN,MARINE PARK,02 TWO FAMILY DWELLINGS,39,2019
BROOKLYN,MARINE PARK,03 THREE FAMILY DWELLINGS,3,2019
BROOKLYN,MIDWOOD,01 ONE FAMILY DWELLINGS,92,2019
BROOKLYN,MIDWOOD,02 TWO FAMILY DWELLINGS,38,2019
BROOKLYN,MIDWOOD,03 THREE FAMILY DWELLINGS,8,2019
BROOKLYN,MILL BASIN,01 ONE FAMILY DWELLINGS,39,2019
BROOKLYN,MILL BASIN,02 TWO FAMILY DWELLINGS,17,2019
BROOKLYN,NAVY YARD,02 TWO FAMILY DWELLINGS,2,2019
BROOKLYN,NAVY YARD,03 THREE FAMILY DWELLINGS,2,2019
BROOKLYN,OCEAN HILL,01 ONE FAMILY DWELLINGS,7,2019
BROOKLYN,OCEAN HILL,02 TWO FAMILY DWELLINGS,82,2019
BROOKLYN,OCEAN HILL,03 THREE FAMILY DWELLINGS,57,2019
BROOKLYN,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS,74,2019
BROOKLYN,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,54,2019
BROOKLYN,OCEAN PARKWAY-NORTH,03 THREE FAMILY DWELLINGS,16,2019
BROOKLYN,OCEAN PARKWAY-SOUTH,01 ONE FAMILY DWELLINGS,25,2019
BROOKLYN,OCEAN PARKWAY-SOUTH,02 TWO FAMILY DWELLINGS,62,2019
BROOKLYN,OCEAN PARKWAY-SOUTH,03 THREE FAMILY DWELLINGS,18,2019
BROOKLYN,OLD MILL BASIN,01 ONE FAMILY DWELLINGS,93,2019
BROOKLYN,OLD MILL BASIN,02 TWO FAMILY DWELLINGS,45,2019
BROOKLYN,OLD MILL BASIN,03 THREE FAMILY DWELLINGS,7,2019
BROOKLYN,PARK SLOPE,01 ONE FAMILY DWELLINGS,16,2019
BROOKLYN,PARK SLOPE,02 TWO FAMILY DWELLINGS,49,2019
BROOKLYN,PARK SLOPE,03 THREE FAMILY DWELLINGS,14,2019
BROOKLYN,PARK SLOPE SOUTH,01 ONE FAMILY DWELLINGS,9,2019
BROOKLYN,PARK SLOPE SOUTH,02 TWO FAMILY DWELLINGS,27,2019
BROOKLYN,PARK SLOPE SOUTH,03 THREE FAMILY DWELLINGS,8,2019
BROOKLYN,PROSPECT HEIGHTS,01 ONE FAMILY DWELLINGS,3,2019
BROOKLYN,PROSPECT HEIGHTS,02 TWO FAMILY DWELLINGS,9,2019
BROOKLYN,PROSPECT HEIGHTS,03 THREE FAMILY DWELLINGS,5,2019
BROOKLYN,RED HOOK,01 ONE FAMILY DWELLINGS,10,2019
BROOKLYN,RED HOOK,02 TWO FAMILY DWELLINGS,8,2019
BROOKLYN,RED HOOK,03 THREE FAMILY DWELLINGS,2,2019
BROOKLYN,SEAGATE,01 ONE FAMILY DWELLINGS,6,2019
BROOKLYN,SEAGATE,02 TWO FAMILY DWELLINGS,17,2019
BROOKLYN,SEAGATE,03 THREE FAMILY DWELLINGS,3,2019
BROOKLYN,SHEEPSHEAD BAY,01 ONE FAMILY DWELLINGS,80,2019
BROOKLYN,SHEEPSHEAD BAY,02 TWO FAMILY DWELLINGS,101,2019
BROOKLYN,SHEEPSHEAD BAY,03 THREE FAMILY DWELLINGS,16,2019
BROOKLYN,SPRING CREEK,01 ONE FAMILY DWELLINGS,19,2019
BROOKLYN,SPRING CREEK,02 TWO FAMILY DWELLINGS,9,2019
BROOKLYN,SUNSET PARK,01 ONE FAMILY DWELLINGS,14,2019
BROOKLYN,SUNSET PARK,02 TWO FAMILY DWELLINGS,85,2019
BROOKLYN,SUNSET PARK,03 THREE FAMILY DWELLINGS,24,2019
BROOKLYN,WILLIAMSBURG-CENTRAL,02 TWO FAMILY DWELLINGS,9,2019
BROOKLYN,WILLIAMSBURG-CENTRAL,03 THREE FAMILY DWELLINGS,5,2019
BROOKLYN,WILLIAMSBURG-EAST,01 ONE FAMILY DWELLINGS,13,2019
BROOKLYN,WILLIAMSBURG-EAST,02 TWO FAMILY DWELLINGS,25,2019
BROOKLYN,WILLIAMSBURG-EAST,03 THREE FAMILY DWELLINGS,8,2019
BROOKLYN,WILLIAMSBURG-NORTH,01 ONE FAMILY DWELLINGS,4,2019
BROOKLYN,WILLIAMSBURG-NORTH,02 TWO FAMILY DWELLINGS,8,2019
BROOKLYN,WILLIAMSBURG-NORTH,03 THREE FAMILY DWELLINGS,8,2019
BROOKLYN,WILLIAMSBURG-SOUTH,01 ONE FAMILY DWELLINGS,1,2019
BROOKLYN,WILLIAMSBURG-SOUTH,02 TWO FAMILY DWELLINGS,2,2019
BROOKLYN,WILLIAMSBURG-SOUTH,03 THREE FAMILY DWELLINGS,4,2019
BROOKLYN,WINDSOR TERRACE,01 ONE FAMILY DWELLINGS,15,2019
BROOKLYN,WINDSOR TERRACE,02 TWO FAMILY DWELLINGS,31,2019
BROOKLYN,WINDSOR TERRACE,03 THREE FAMILY DWELLINGS,5,2019
BROOKLYN,WYCKOFF HEIGHTS,02 TWO FAMILY DWELLINGS,10,2019
BROOKLYN,WYCKOFF HEIGHTS,03 THREE FAMILY DWELLINGS,4,2019
QUEENS,AIRPORT LA GUARDIA,01 ONE FAMILY DWELLINGS,3,2019
QUEENS,AIRPORT LA GUARDIA,02 TWO FAMILY DWELLINGS,2,2019
QUEENS,ARVERNE,01 ONE FAMILY DWELLINGS,38,2019
QUEENS,ARVERNE,02 TWO FAMILY DWELLINGS,60,2019
QUEENS,ARVERNE,03 THREE FAMILY DWELLINGS,14,2019
QUEENS,ASTORIA,01 ONE FAMILY DWELLINGS,50,2019
QUEENS,ASTORIA,02 TWO FAMILY DWELLINGS,116,2019
QUEENS,ASTORIA,03 THREE FAMILY DWELLINGS,50,2019
QUEENS,BAYSIDE,01 ONE FAMILY DWELLINGS,256,2019
QUEENS,BAYSIDE,02 TWO FAMILY DWELLINGS,90,2019
QUEENS,BAYSIDE,03 THREE FAMILY DWELLINGS,21,2019
QUEENS,BEECHHURST,01 ONE FAMILY DWELLINGS,38,2019
QUEENS,BEECHHURST,02 TWO FAMILY DWELLINGS,4,2019
QUEENS,BEECHHURST,03 THREE FAMILY DWELLINGS,1,2019
QUEENS,BELLE HARBOR,01 ONE FAMILY DWELLINGS,19,2019
QUEENS,BELLE HARBOR,02 TWO FAMILY DWELLINGS,17,2019
QUEENS,BELLE HARBOR,03 THREE FAMILY DWELLINGS,6,2019
QUEENS,BELLEROSE,01 ONE FAMILY DWELLINGS,88,2019
QUEENS,BELLEROSE,02 TWO FAMILY DWELLINGS,23,2019
QUEENS,BELLEROSE,03 THREE FAMILY DWELLINGS,2,2019
QUEENS,BREEZY POINT,01 ONE FAMILY DWELLINGS,79,2019
QUEENS,BRIARWOOD,01 ONE FAMILY DWELLINGS,25,2019
QUEENS,BRIARWOOD,02 TWO FAMILY DWELLINGS,4,2019
QUEENS,BRIARWOOD,03 THREE FAMILY DWELLINGS,5,2019
QUEENS,BROAD CHANNEL,01 ONE FAMILY DWELLINGS,31,2019
QUEENS,BROAD CHANNEL,02 TWO FAMILY DWELLINGS,3,2019
QUEENS,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,124,2019
QUEENS,CAMBRIA HEIGHTS,02 TWO FAMILY DWELLINGS,11,2019
QUEENS,COLLEGE POINT,01 ONE FAMILY DWELLINGS,56,2019
QUEENS,COLLEGE POINT,02 TWO FAMILY DWELLINGS,91,2019
QUEENS,COLLEGE POINT,03 THREE FAMILY DWELLINGS,11,2019
QUEENS,CORONA,01 ONE FAMILY DWELLINGS,17,2019
QUEENS,CORONA,02 TWO FAMILY DWELLINGS,85,2019
QUEENS,CORONA,03 THREE FAMILY DWELLINGS,58,2019
QUEENS,DOUGLASTON,01 ONE FAMILY DWELLINGS,61,2019
QUEENS,DOUGLASTON,02 TWO FAMILY DWELLINGS,4,2019
QUEENS,EAST ELMHURST,01 ONE FAMILY DWELLINGS,58,2019
QUEENS,EAST ELMHURST,02 TWO FAMILY DWELLINGS,50,2019
QUEENS,EAST ELMHURST,03 THREE FAMILY DWELLINGS,12,2019
QUEENS,ELMHURST,01 ONE FAMILY DWELLINGS,64,2019
QUEENS,ELMHURST,02 TWO FAMILY DWELLINGS,75,2019
QUEENS,ELMHURST,03 THREE FAMILY DWELLINGS,44,2019
QUEENS,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS,85,2019
QUEENS,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS,125,2019
QUEENS,FAR ROCKAWAY,03 THREE FAMILY DWELLINGS,25,2019
QUEENS,FLORAL PARK,01 ONE FAMILY DWELLINGS,105,2019
QUEENS,FLORAL PARK,02 TWO FAMILY DWELLINGS,6,2019
QUEENS,FLORAL PARK,03 THREE FAMILY DWELLINGS,1,2019
QUEENS,FLUSHING MEADOW PARK,03 THREE FAMILY DWELLINGS,1,2019
QUEENS,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,396,2019
QUEENS,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,143,2019
QUEENS,FLUSHING-NORTH,03 THREE FAMILY DWELLINGS,32,2019
QUEENS,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS,185,2019
QUEENS,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS,39,2019
QUEENS,FLUSHING-SOUTH,03 THREE FAMILY DWELLINGS,11,2019
QUEENS,FOREST HILLS,01 ONE FAMILY DWELLINGS,115,2019
QUEENS,FOREST HILLS,02 TWO FAMILY DWELLINGS,18,2019
QUEENS,FOREST HILLS,03 THREE FAMILY DWELLINGS,3,2019
QUEENS,FRESH MEADOWS,01 ONE FAMILY DWELLINGS,59,2019
QUEENS,FRESH MEADOWS,02 TWO FAMILY DWELLINGS,10,2019
QUEENS,GLEN OAKS,01 ONE FAMILY DWELLINGS,22,2019
QUEENS,GLEN OAKS,02 TWO FAMILY DWELLINGS,1,2019
QUEENS,GLENDALE,01 ONE FAMILY DWELLINGS,77,2019
QUEENS,GLENDALE,02 TWO FAMILY DWELLINGS,94,2019
QUEENS,GLENDALE,03 THREE FAMILY DWELLINGS,17,2019
QUEENS,HAMMELS,01 ONE FAMILY DWELLINGS,1,2019
QUEENS,HAMMELS,02 TWO FAMILY DWELLINGS,11,2019
QUEENS,HAMMELS,03 THREE FAMILY DWELLINGS,5,2019
QUEENS,HILLCREST,01 ONE FAMILY DWELLINGS,11,2019
QUEENS,HILLCREST,02 TWO FAMILY DWELLINGS,7,2019
QUEENS,HOLLIS,01 ONE FAMILY DWELLINGS,198,2019
QUEENS,HOLLIS,02 TWO FAMILY DWELLINGS,77,2019
QUEENS,HOLLIS,03 THREE FAMILY DWELLINGS,11,2019
QUEENS,HOLLIS HILLS,01 ONE FAMILY DWELLINGS,31,2019
QUEENS,HOLLISWOOD,01 ONE FAMILY DWELLINGS,41,2019
QUEENS,HOLLISWOOD,02 TWO FAMILY DWELLINGS,2,2019
QUEENS,HOWARD BEACH,01 ONE FAMILY DWELLINGS,137,2019
QUEENS,HOWARD BEACH,02 TWO FAMILY DWELLINGS,34,2019
