BOROUGH,NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,YEAR
QUEENS,BROAD CHANNEL,02 TWO FAMILY HOMES,1,2017
QUEENS,CAMBRIA HEIGHTS,01 ONE FAMILY HOMES,110,2017
QUEENS,CAMBRIA HEIGHTS,02 TWO FAMILY HOMES,15,2017
QUEENS,COLLEGE POINT,01 ONE FAMILY HOMES,77,2017
QUEENS,COLLEGE POINT,02 TWO FAMILY HOMES,110,2017
QUEENS,COLLEGE POINT,03 THREE FAMILY HOMES,12,2017
QUEENS,CORONA,01 ONE FAMILY HOMES,36,2017
QUEENS,CORONA,02 TWO FAMILY HOMES,114,2017
QUEENS,CORONA,03 THREE FAMILY HOMES,67,2017
QUEENS,DOUGLASTON,01 ONE FAMILY HOMES,74,2017
QUEENS,DOUGLASTON,02 TWO FAMILY HOMES,11,2017
QUEENS,EAST ELMHURST,01 ONE FAMILY HOMES,56,2017
QUEENS,EAST ELMHURST,02 TWO FAMILY HOMES,68,2017
QUEENS,EAST ELMHURST,03 THREE FAMILY HOMES,16,2017
QUEENS,ELMHURST,01 ONE FAMILY HOMES,46,2017
QUEENS,ELMHURST,02 TWO FAMILY HOMES,97,2017
QUEENS,ELMHURST,03 THREE FAMILY HOMES,50,2017
QUEENS,FAR ROCKAWAY,01 ONE FAMILY HOMES,77,2017
QUEENS,FAR ROCKAWAY,02 TWO FAMILY HOMES,95,2017
QUEENS,FAR ROCKAWAY,03 THREE FAMILY HOMES,37,2017
QUEENS,FLORAL PARK,01 ONE FAMILY HOMES,112,2017
QUEENS,FLORAL PARK,02 TWO FAMILY HOMES,6,2017
QUEENS,FLORAL PARK,03 THREE FAMILY HOMES,2,2017
QUEENS,FLUSHING MEADOW PARK,03 THREE FAMILY HOMES,1,2017
QUEENS,FLUSHING-NORTH,01 ONE FAMILY HOMES,472,2017
QUEENS,FLUSHING-NORTH,02 TWO FAMILY HOMES,195,2017
QUEENS,FLUSHING-NORTH,03 THREE FAMILY HOMES,45,2017
QUEENS,FLUSHING-SOUTH,01 ONE FAMILY HOMES,221,2017
QUEENS,FLUSHING-SOUTH,02 TWO FAMILY HOMES,52,2017
QUEENS,FLUSHING-SOUTH,03 THREE FAMILY HOMES,24,2017
QUEENS,FOREST HILLS,01 ONE FAMILY HOMES,136,2017
QUEENS,FOREST HILLS,02 TWO FAMILY HOMES,28,2017
QUEENS,FOREST HILLS,03 THREE FAMILY HOMES,2,2017
QUEENS,FRESH MEADOWS,01 ONE FAMILY HOMES,69,2017
QUEENS,FRESH MEADOWS,02 TWO FAMILY HOMES,6,2017
QUEENS,GLEN OAKS,01 ONE FAMILY HOMES,28,2017
QUEENS,GLEN OAKS,02 TWO FAMILY HOMES,7,2017
QUEENS,GLENDALE,01 ONE FAMILY HOMES,80,2017
QUEENS,GLENDALE,02 TWO FAMILY HOMES,103,2017
QUEENS,GLENDALE,03 THREE FAMILY HOMES,8,2017
QUEENS,HAMMELS,01 ONE FAMILY HOMES,10,2017
QUEENS,HAMMELS,02 TWO FAMILY HOMES,25,2017
QUEENS,HAMMELS,03 THREE FAMILY HOMES,4,2017
QUEENS,HILLCREST,01 ONE FAMILY HOMES,29,2017
QUEENS,HILLCREST,02 TWO FAMILY HOMES,7,2017
QUEENS,HILLCREST,03 THREE FAMILY HOMES,1,2017
QUEENS,HOLLIS,01 ONE FAMILY HOMES,216,2017
QUEENS,HOLLIS,02 TWO FAMILY HOMES,74,2017
QUEENS,HOLLIS HILLS,01 ONE FAMILY HOMES,30,2017
QUEENS,HOLLISWOOD,01 ONE FAMILY HOMES,35,2017
QUEENS,HOLLISWOOD,02 TWO FAMILY HOMES,1,2017
QUEENS,HOWARD BEACH,01 ONE FAMILY HOMES,146,2017
QUEENS,HOWARD BEACH,02 TWO FAMILY HOMES,51,2017
QUEENS,HOWARD BEACH,03 THREE FAMILY HOMES,6,2017
QUEENS,JACKSON HEIGHTS,01 ONE FAMILY HOMES,73,2017
QUEENS,JACKSON HEIGHTS,02 TWO FAMILY HOMES,110,2017
QUEENS,JACKSON HEIGHTS,03 THREE FAMILY HOMES,32,2017
QUEENS,JAMAICA,01 ONE FAMILY HOMES,25,2017
QUEENS,JAMAICA,02 TWO FAMILY HOMES,51,2017
QUEENS,JAMAICA,03 THREE FAMILY HOMES,11,2017
QUEENS,JAMAICA BAY,01 ONE FAMILY HOMES,4,2017
QUEENS,JAMAICA BAY,02 TWO FAMILY HOMES,3,2017
QUEENS,JAMAICA ESTATES,01 ONE FAMILY HOMES,70,2017
QUEENS,JAMAICA ESTATES,02 TWO FAMILY HOMES,3,2017
QUEENS,JAMAICA ESTATES,03 THREE FAMILY HOMES,2,2017
QUEENS,JAMAICA HILLS,01 ONE FAMILY HOMES,25,2017
QUEENS,JAMAICA HILLS,02 TWO FAMILY HOMES,22,2017
QUEENS,JAMAICA HILLS,03 THREE FAMILY HOMES,3,2017
QUEENS,KEW GARDENS,01 ONE FAMILY HOMES,33,2017
QUEENS,KEW GARDENS,02 TWO FAMILY HOMES,15,2017
QUEENS,KEW GARDENS,03 THREE FAMILY HOMES,5,2017
QUEENS,LAURELTON,01 ONE FAMILY HOMES,179,2017
QUEENS,LAURELTON,02 TWO FAMILY HOMES,49,2017
QUEENS,LAURELTON,03 THREE FAMILY HOMES,2,2017
QUEENS,LITTLE NECK,01 ONE FAMILY HOMES,74,2017
QUEENS,LITTLE NECK,02 TWO FAMILY HOMES,16,2017
QUEENS,LITTLE NECK,03 THREE FAMILY HOMES,2,2017
QUEENS,LONG ISLAND CITY,01 ONE FAMILY HOMES,5,2017
QUEENS,LONG ISLAND CITY,02 TWO FAMILY HOMES,25,2017
QUEENS,LONG ISLAND CITY,03 THREE FAMILY HOMES,9,2017
QUEENS,MASPETH,01 ONE FAMILY HOMES,77,2017
QUEENS,MASPETH,02 TWO FAMILY HOMES,105,2017
QUEENS,MASPETH,03 THREE FAMILY HOMES,20,2017
QUEENS,MIDDLE VILLAGE,01 ONE FAMILY HOMES,156,2017
QUEENS,MIDDLE VILLAGE,02 TWO FAMILY HOMES,90,2017
QUEENS,MIDDLE VILLAGE,03 THREE FAMILY HOMES,16,2017
QUEENS,NEPONSIT,01 ONE FAMILY HOMES,18,2017
QUEENS,OAKLAND GARDENS,01 ONE FAMILY HOMES,56,2017
QUEENS,OAKLAND GARDENS,02 TWO FAMILY HOMES,14,2017
QUEENS,OAKLAND GARDENS,03 THREE FAMILY HOMES,1,2017
QUEENS,OZONE PARK,01 ONE FAMILY HOMES,123,2017
QUEENS,OZONE PARK,02 TWO FAMILY HOMES,173,2017
QUEENS,OZONE PARK,03 THREE FAMILY HOMES,22,2017
QUEENS,QUEENS VILLAGE,01 ONE FAMILY HOMES,300,2017
QUEENS,QUEENS VILLAGE,02 TWO FAMILY HOMES,61,2017
QUEENS,QUEENS VILLAGE,03 THREE FAMILY HOMES,6,2017
QUEENS,REGO PARK,01 ONE FAMILY HOMES,54,2017
QUEENS,REGO PARK,02 TWO FAMILY HOMES,29,2017
QUEENS,REGO PARK,03 THREE FAMILY HOMES,8,2017
QUEENS,RICHMOND HILL,01 ONE FAMILY HOMES,186,2017
QUEENS,RICHMOND HILL,02 TWO FAMILY HOMES,200,2017
QUEENS,RICHMOND HILL,03 THREE FAMILY HOMES,24,2017
QUEENS,RIDGEWOOD,01 ONE FAMILY HOMES,20,2017
QUEENS,RIDGEWOOD,02 TWO FAMILY HOMES,78,2017
QUEENS,RIDGEWOOD,03 THREE FAMILY HOMES,25,2017
QUEENS,ROCKAWAY PARK,01 ONE FAMILY HOMES,7,2017
QUEENS,ROCKAWAY PARK,02 TWO FAMILY HOMES,14,2017
QUEENS,ROCKAWAY PARK,03 THREE FAMILY HOMES,4,2017
QUEENS,ROSEDALE,01 ONE FAMILY HOMES,146,2017
QUEENS,ROSEDALE,02 TWO FAMILY HOMES,134,2017
QUEENS,ROSEDALE,03 THREE FAMILY HOMES,6,2017
QUEENS,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY HOMES,320,2017
QUEENS,SO. JAMAICA-BAISLEY PARK,02 TWO FAMILY HOMES,144,2017
QUEENS,SO. JAMAICA-BAISLEY PARK,03 THREE FAMILY HOMES,1,2017
QUEENS,SOUTH JAMAICA,01 ONE FAMILY HOMES,188,2017
QUEENS,SOUTH JAMAICA,02 TWO FAMILY HOMES,153,2017
QUEENS,SOUTH JAMAICA,03 THREE FAMILY HOMES,20,2017
QUEENS,SOUTH OZONE PARK,01 ONE FAMILY HOMES,227,2017
QUEENS,SOUTH OZONE PARK,02 TWO FAMILY HOMES,145,2017
QUEENS,SOUTH OZONE PARK,03 THREE FAMILY HOMES,9,2017
QUEENS,SPRINGFIELD GARDENS,01 ONE FAMILY HOMES,233,2017
QUEENS,SPRINGFIELD GARDENS,02 TWO FAMILY HOMES,142,2017
QUEENS,SPRINGFIELD GARDENS,03 THREE FAMILY HOMES,2,2017
QUEENS,ST. ALBANS,01 ONE FAMILY HOMES,308,2017
QUEENS,ST. ALBANS,02 TWO FAMILY HOMES,99,2017
QUEENS,ST. ALBANS,03 THREE FAMILY HOMES,1,2017
QUEENS,SUNNYSIDE,01 ONE FAMILY HOMES,16,2017
QUEENS,SUNNYSIDE,02 TWO FAMILY HOMES,34,2017
QUEENS,SUNNYSIDE,03 THREE FAMILY HOMES,7,2017
QUEENS,WHITESTONE,01 ONE FAMILY HOMES,166,2017
QUEENS,WHITESTONE,02 TWO FAMILY HOMES,46,2017
QUEENS,WHITESTONE,03 THREE FAMILY HOMES,4,2017
QUEENS,WOODHAVEN,01 ONE FAMILY HOMES,143,2017
QUEENS,WOODHAVEN,02 TWO FAMILY HOMES,124,2017
QUEENS,WOODHAVEN,03 THREE FAMILY HOMES,16,2017
QUEENS,WOODSIDE,01 ONE FAMILY HOMES,16,2017
QUEENS,WOODSIDE,02 TWO FAMILY HOMES,35,2017
QUEENS,WOODSIDE,03 THREE FAMILY HOMES,14,2017
STATEN ISLAND,ANNADALE,01 ONE FAMILY HOMES,68,2017
STATEN ISLAND,ANNADALE,02 TWO FAMILY HOMES,38,2017
STATEN ISLAND,ARDEN HEIGHTS,01 ONE FAMILY HOMES,214,2017
STATEN ISLAND,ARDEN HEIGHTS,02 TWO FAMILY HOMES,32,2017
STATEN ISLAND,ARROCHAR,01 ONE FAMILY HOMES,22,2017
STATEN ISLAND,ARROCHAR,02 TWO FAMILY HOMES,8,2017
STATEN ISLAND,ARROCHAR-SHORE ACRES,01 ONE FAMILY HOMES,6,2017
STATEN ISLAND,ARROCHAR-SHORE ACRES,02 TWO FAMILY HOMES,3,2017
STATEN ISLAND,BULLS HEAD,01 ONE FAMILY HOMES,132,2017
STATEN ISLAND,BULLS HEAD,02 TWO FAMILY HOMES,78,2017
STATEN ISLAND,BULLS HEAD,03 THREE FAMILY HOMES,1,2017
STATEN ISLAND,CASTLETON CORNERS,01 ONE FAMILY HOMES,86,2017
STATEN ISLAND,CASTLETON CORNERS,02 TWO FAMILY HOMES,25,2017
STATEN ISLAND,CLOVE LAKES,01 ONE FAMILY HOMES,55,2017
STATEN ISLAND,CLOVE LAKES,02 TWO FAMILY HOMES,6,2017
STATEN ISLAND,CONCORD,01 ONE FAMILY HOMES,62,2017
STATEN ISLAND,CONCORD,02 TWO FAMILY HOMES,13,2017
STATEN ISLAND,CONCORD-FOX HILLS,01 ONE FAMILY HOMES,26,2017
STATEN ISLAND,DONGAN HILLS,01 ONE FAMILY HOMES,42,2017
STATEN ISLAND,DONGAN HILLS,02 TWO FAMILY HOMES,24,2017
STATEN ISLAND,DONGAN HILLS,03 THREE FAMILY HOMES,1,2017
STATEN ISLAND,DONGAN HILLS-COLONY,01 ONE FAMILY HOMES,36,2017
STATEN ISLAND,DONGAN HILLS-COLONY,02 TWO FAMILY HOMES,7,2017
STATEN ISLAND,DONGAN HILLS-COLONY,03 THREE FAMILY HOMES,1,2017
STATEN ISLAND,DONGAN HILLS-OLD TOWN,01 ONE FAMILY HOMES,4,2017
STATEN ISLAND,ELTINGVILLE,01 ONE FAMILY HOMES,217,2017
STATEN ISLAND,ELTINGVILLE,02 TWO FAMILY HOMES,57,2017
STATEN ISLAND,EMERSON HILL,01 ONE FAMILY HOMES,11,2017
STATEN ISLAND,EMERSON HILL,02 TWO FAMILY HOMES,2,2017
STATEN ISLAND,FRESH KILLS,01 ONE FAMILY HOMES,1,2017
STATEN ISLAND,GRANT CITY,01 ONE FAMILY HOMES,49,2017
STATEN ISLAND,GRANT CITY,02 TWO FAMILY HOMES,25,2017
STATEN ISLAND,GRASMERE,01 ONE FAMILY HOMES,57,2017
STATEN ISLAND,GRASMERE,02 TWO FAMILY HOMES,9,2017
STATEN ISLAND,GREAT KILLS,01 ONE FAMILY HOMES,427,2017
STATEN ISLAND,GREAT KILLS,02 TWO FAMILY HOMES,106,2017
STATEN ISLAND,GREAT KILLS,03 THREE FAMILY HOMES,1,2017
STATEN ISLAND,GREAT KILLS-BAY TERRACE,01 ONE FAMILY HOMES,26,2017
STATEN ISLAND,GREAT KILLS-BAY TERRACE,02 TWO FAMILY HOMES,17,2017
STATEN ISLAND,GRYMES HILL,01 ONE FAMILY HOMES,30,2017
STATEN ISLAND,GRYMES HILL,02 TWO FAMILY HOMES,3,2017
STATEN ISLAND,HUGUENOT,01 ONE FAMILY HOMES,59,2017
STATEN ISLAND,HUGUENOT,02 TWO FAMILY HOMES,41,2017
STATEN ISLAND,LIVINGSTON,01 ONE FAMILY HOMES,13,2017
STATEN ISLAND,LIVINGSTON,02 TWO FAMILY HOMES,10,2017
STATEN ISLAND,LIVINGSTON,03 THREE FAMILY HOMES,1,2017
STATEN ISLAND,MANOR HEIGHTS,01 ONE FAMILY HOMES,79,2017
STATEN ISLAND,MANOR HEIGHTS,02 TWO FAMILY HOMES,16,2017
STATEN ISLAND,MARINERS HARBOR,01 ONE FAMILY HOMES,116,2017
STATEN ISLAND,MARINERS HARBOR,02 TWO FAMILY HOMES,55,2017
STATEN ISLAND,MARINERS HARBOR,03 THREE FAMILY HOMES,2,2017
STATEN ISLAND,MIDLAND BEACH,01 ONE FAMILY HOMES,162,2017
STATEN ISLAND,MIDLAND BEACH,02 TWO FAMILY HOMES,31,2017
STATEN ISLAND,MIDLAND BEACH,03 THREE FAMILY HOMES,2,2017
STATEN ISLAND,NEW BRIGHTON,01 ONE FAMILY HOMES,52,2017
STATEN ISLAND,NEW BRIGHTON,02 TWO FAMILY HOMES,68,2017
STATEN ISLAND,NEW BRIGHTON,03 THREE FAMILY HOMES,13,2017
STATEN ISLAND,NEW DORP,01 ONE FAMILY HOMES,91,2017
STATEN ISLAND,NEW DORP,02 TWO FAMILY HOMES,37,2017
STATEN ISLAND,NEW DORP-BEACH,01 ONE FAMILY HOMES,69,2017
STATEN ISLAND,NEW DORP-BEACH,02 TWO FAMILY HOMES,14,2017
STATEN ISLAND,NEW DORP-HEIGHTS,01 ONE FAMILY HOMES,56,2017
STATEN ISLAND,NEW DORP-HEIGHTS,02 TWO FAMILY HOMES,15,2017
STATEN ISLAND,NEW SPRINGVILLE,01 ONE FAMILY HOMES,114,2017
STATEN ISLAND,NEW SPRINGVILLE,02 TWO FAMILY HOMES,68,2017
STATEN ISLAND,NEW SPRINGVILLE,03 THREE FAMILY HOMES,1,2017
STATEN ISLAND,OAKWOOD,01 ONE FAMILY HOMES,28,2017
STATEN ISLAND,OAKWOOD,02 TWO FAMILY HOMES,5,2017
STATEN ISLAND,OAKWOOD-BEACH,01 ONE FAMILY HOMES,42,2017
STATEN ISLAND,OAKWOOD-BEACH,02 TWO FAMILY HOMES,17,2017
STATEN ISLAND,PLEASANT PLAINS,01 ONE FAMILY HOMES,27,2017
STATEN ISLAND,PLEASANT PLAINS,02 TWO FAMILY HOMES,16,2017
STATEN ISLAND,PORT IVORY,01 ONE FAMILY HOMES,20,2017
STATEN ISLAND,PORT IVORY,02 TWO FAMILY HOMES,7,2017
STATEN ISLAND,PORT RICHMOND,01 ONE FAMILY HOMES,91,2017
STATEN ISLAND,PORT RICHMOND,02 TWO FAMILY HOMES,76,2017
STATEN ISLAND,PRINCES BAY,01 ONE FAMILY HOMES,64,2017
STATEN ISLAND,PRINCES BAY,02 TWO FAMILY HOMES,46,2017
STATEN ISLAND,RICHMONDTOWN,01 ONE FAMILY HOMES,56,2017
STATEN ISLAND,RICHMONDTOWN,02 TWO FAMILY HOMES,6,2017
STATEN ISLAND,RICHMONDTOWN-LIGHTHS HILL,01 ONE FAMILY HOMES,5,2017
STATEN ISLAND,ROSEBANK,01 ONE FAMILY HOMES,75,2017
STATEN ISLAND,ROSEBANK,02 TWO FAMILY HOMES,31,2017
STATEN ISLAND,ROSEBANK,03 THREE FAMILY HOMES,6,2017
STATEN ISLAND,ROSSVILLE,01 ONE FAMILY HOMES,61,2017
STATEN ISLAND,ROSSVILLE,02 TWO FAMILY HOMES,37,2017
STATEN ISLAND,ROSSVILLE-CHARLESTON,01 ONE FAMILY HOMES,28,2017
STATEN ISLAND,ROSSVILLE-CHARLESTON,02 TWO FAMILY HOMES,3,2017
STATEN ISLAND,ROSSVILLE-CHARLESTON,03 THREE FAMILY HOMES,1,2017
STATEN ISLAND,ROSSVILLE-RICHMOND VALLEY,01 ONE FAMILY HOMES,3,2017
STATEN ISLAND,ROSSVILLE-RICHMOND VALLEY,02 TWO FAMILY HOMES,2,2017
STATEN ISLAND,SILVER LAKE,01 ONE FAMILY HOMES,34,2017
STATEN ISLAND,SILVER LAKE,02 TWO FAMILY HOMES,7,2017
STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY HOMES,121,2017
STATEN ISLAND,SOUTH BEACH,02 TWO FAMILY HOMES,42,2017
STATEN ISLAND,SOUTH BEACH,03 THREE FAMILY HOMES,1,2017
STATEN ISLAND,STAPLETON,01 ONE FAMILY HOMES,36,2017
STATEN ISLAND,STAPLETON,02 TWO FAMILY HOMES,15,2017
STATEN ISLAND,STAPLETON,03 THREE FAMILY HOMES,2,2017
STATEN ISLAND,STAPLETON-CLIFTON,01 ONE FAMILY HOMES,40,2017
STATEN ISLAND,STAPLETON-CLIFTON,02 TWO FAMILY HOMES,4,2017
STATEN ISLAND,SUNNYSIDE,01 ONE FAMILY HOMES,22,2017
STATEN ISLAND,SUNNYSIDE,02 TWO FAMILY HOMES,9,2017
STATEN ISLAND,TODT HILL,01 ONE FAMILY HOMES,31,2017
STATEN ISLAND,TOMPKINSVILLE,01 ONE FAMILY HOMES,15,2017
STATEN ISLAND,TOMPKINSVILLE,02 TWO FAMILY HOMES,9,2017
STATEN ISLAND,TOTTENVILLE,01 ONE FAMILY HOMES,99,2017
STATEN ISLAND,TOTTENVILLE,02 TWO FAMILY HOMES,59,2017
STATEN ISLAND,TRAVIS,01 ONE FAMILY HOMES,44,2017
STATEN ISLAND,TRAVIS,02 TWO FAMILY HOMES,9,2017
STATEN ISLAND,WEST NEW BRIGHTON,01 ONE FAMILY HOMES,116,2017
STATEN ISLAND,WEST NEW BRIGHTON,02 TWO FAMILY HOMES,76,2017
STATEN ISLAND,WEST NEW BRIGHTON,03 THREE FAMILY HOMES,4,2017
STATEN ISLAND,WESTERLEIGH,01 ONE FAMILY HOMES,113,2017
STATEN ISLAND,WESTERLEIGH,02 TWO FAMILY HOMES,51,2017
STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY HOMES,80,2017
STATEN ISLAND,WILLOWBROOK,02 TWO FAMILY HOMES,40,2017
STATEN ISLAND,WOODROW,01 ONE FAMILY HOMES,79,2017
STATEN ISLAND,WOODROW,02 TWO FAMILY HOMES,37,2017
MANHATTAN,ALPHABET CITY,01 ONE FAMILY HOMES,2,2018
MANHATTAN,CHELSEA,01 ONE FAMILY HOMES,4,2018
MANHATTAN,CLINTON,02 TWO FAMILY HOMES,1,2018
MANHATTAN,GRAMERCY,01 ONE FAMILY HOMES,2,2018
MANHATTAN,GREENWICH VILLAGE-CENTRAL,01 ONE FAMILY HOMES,2,2018
MANHATTAN,GREENWICH VILLAGE-CENTRAL,02 TWO FAMILY HOMES,1,2018
MANHATTAN,GREENWICH VILLAGE-CENTRAL,03 THREE FAMILY HOMES,1,2018
MANHATTAN,GREENWICH VILLAGE-WEST,01 ONE FAMILY HOMES,17,2018
MANHATTAN,GREENWICH VILLAGE-WEST,02 TWO FAMILY HOMES,9,2018
MANHATTAN,GREENWICH VILLAGE-WEST,03 THREE FAMILY HOMES,6,2018
MANHATTAN,HARLEM-CENTRAL,01 ONE FAMILY HOMES,10,2018
MANHATTAN,HARLEM-CENTRAL,02 TWO FAMILY HOMES,13,2018
MANHATTAN,HARLEM-CENTRAL,03 THREE FAMILY HOMES,13,2018
MANHATTAN,HARLEM-EAST,01 ONE FAMILY HOMES,3,2018
MANHATTAN,HARLEM-EAST,02 TWO FAMILY HOMES,1,2018
MANHATTAN,HARLEM-EAST,03 THREE FAMILY HOMES,5,2018
MANHATTAN,HARLEM-UPPER,01 ONE FAMILY HOMES,2,2018
MANHATTAN,HARLEM-UPPER,02 TWO FAMILY HOMES,6,2018
MANHATTAN,HARLEM-UPPER,03 THREE FAMILY HOMES,4,2018
MANHATTAN,INWOOD,02 TWO FAMILY HOMES,2,2018
MANHATTAN,KIPS BAY,02 TWO FAMILY HOMES,2,2018
MANHATTAN,LITTLE ITALY,01 ONE FAMILY HOMES,2,2018
MANHATTAN,LOWER EAST SIDE,02 TWO FAMILY HOMES,1,2018
MANHATTAN,MIDTOWN EAST,01 ONE FAMILY HOMES,5,2018
MANHATTAN,MIDTOWN EAST,02 TWO FAMILY HOMES,2,2018
MANHATTAN,MIDTOWN EAST,03 THREE FAMILY HOMES,1,2018
MANHATTAN,MURRAY HILL,01 ONE FAMILY HOMES,2,2018
MANHATTAN,MURRAY HILL,02 TWO FAMILY HOMES,5,2018
MANHATTAN,MURRAY HILL,03 THREE FAMILY HOMES,1,2018
MANHATTAN,SOHO,01 ONE FAMILY HOMES,2,2018
MANHATTAN,SOHO,02 TWO FAMILY HOMES,1,2018
MANHATTAN,TRIBECA,01 ONE FAMILY HOMES,3,2018
MANHATTAN,TRIBECA,02 TWO FAMILY HOMES,1,2018
MANHATTAN,UPPER EAST SIDE (59-79),01 ONE FAMILY HOMES,14,2018
MANHATTAN,UPPER EAST SIDE (59-79),02 TWO FAMILY HOMES,5,2018
MANHATTAN,UPPER EAST SIDE (79-96),01 ONE FAMILY HOMES,14,2018
MANHATTAN,UPPER EAST SIDE (79-96),02 TWO FAMILY HOMES,3,2018
MANHATTAN,UPPER EAST SIDE (79-96),03 THREE FAMILY HOMES,4,2018
MANHATTAN,UPPER WEST SIDE (59-79),01 ONE FAMILY HOMES,3,2018
MANHATTAN,UPPER WEST SIDE (59-79),02 TWO FAMILY HOMES,2,2018
MANHATTAN,UPPER WEST SIDE (59-79),03 THREE FAMILY HOMES,1,2018
MANHATTAN,UPPER WEST SIDE (79-96),01 ONE FAMILY HOMES,4,2018
MANHATTAN,UPPER WEST SIDE (79-96),02 TWO FAMILY HOMES,3,2018
MANHATTAN,UPPER WEST SIDE (79-96),03 THREE FAMILY HOMES,1,2018
MANHATTAN,UPPER WEST SIDE (96-116),01 ONE FAMILY HOMES,1,2018
MANHATTAN,UPPER WEST SIDE (96-116),03 THREE FAMILY HOMES,1,2018
MANHATTAN,WASHINGTON HEIGHTS LOWER,01 ONE FAMILY HOMES,2,2018
MANHATTAN,WASHINGTON HEIGHTS LOWER,02 TWO FAMILY HOMES,8,2018
MANHATTAN,WASHINGTON HEIGHTS LOWER,03 THREE FAMILY HOMES,1,2018
MANHATTAN,WASHINGTON HEIGHTS UPPER,01 ONE FAMILY HOMES,1,2018
BRONX,BATHGATE,01 ONE FAMILY HOMES,13,2018
BRONX,BATHGATE,02 TWO FAMILY HOMES,18,2018
BRONX,BATHGATE,03 THREE FAMILY HOMES,6,2018
BRONX,BAYCHESTER,01 ONE FAMILY HOMES,118,2018
BRONX,BAYCHESTER,02 TWO FAMILY HOMES,130,2018
BRONX,BAYCHESTER,03 THREE FAMILY HOMES,30,2018
BRONX,BEDFORD PARK/NORWOOD,01 ONE FAMILY HOMES,17,2018
BRONX,BEDFORD PARK/NORWOOD,02 TWO FAMILY HOMES,36,2018
BRONX,BEDFORD PARK/NORWOOD,03 THREE FAMILY HOMES,14,2018
BRONX,BELMONT,01 ONE FAMILY HOMES,1,2018
BRONX,BELMONT,02 TWO FAMILY HOMES,13,2018
BRONX,BELMONT,03 THREE FAMILY HOMES,10,2018
BRONX,BRONX PARK,02 TWO FAMILY HOMES,1,2018
BRONX,BRONXDALE,01 ONE FAMILY HOMES,73,2018
BRONX,BRONXDALE,02 TWO FAMILY HOMES,81,2018
BRONX,BRONXDALE,03 THREE FAMILY HOMES,29,2018
BRONX,CASTLE HILL/UNIONPORT,01 ONE FAMILY HOMES,26,2018
BRONX,CASTLE HILL/UNIONPORT,02 TWO FAMILY HOMES,69,2018
BRONX,CASTLE HILL/UNIONPORT,03 THREE FAMILY HOMES,15,2018
BRONX,CITY ISLAND,01 ONE FAMILY HOMES,37,2018
BRONX,CITY ISLAND,02 TWO FAMILY HOMES,5,2018
BRONX,CO-OP CITY,02 TWO FAMILY HOMES,1,2018
BRONX,COUNTRY CLUB,01 ONE FAMILY HOMES,74,2018
BRONX,COUNTRY CLUB,02 TWO FAMILY HOMES,47,2018
BRONX,COUNTRY CLUB,03 THREE FAMILY HOMES,2,2018
BRONX,CROTONA PARK,01 ONE FAMILY HOMES,10,2018
BRONX,CROTONA PARK,02 TWO FAMILY HOMES,13,2018
BRONX,CROTONA PARK,03 THREE FAMILY HOMES,11,2018
BRONX,EAST TREMONT,01 ONE FAMILY HOMES,7,2018
BRONX,EAST TREMONT,02 TWO FAMILY HOMES,24,2018
BRONX,EAST TREMONT,03 THREE FAMILY HOMES,23,2018
BRONX,FIELDSTON,01 ONE FAMILY HOMES,19,2018
BRONX,FIELDSTON,02 TWO FAMILY HOMES,2,2018
BRONX,FORDHAM,01 ONE FAMILY HOMES,10,2018
BRONX,FORDHAM,02 TWO FAMILY HOMES,19,2018
BRONX,FORDHAM,03 THREE FAMILY HOMES,7,2018
BRONX,HIGHBRIDGE/MORRIS HEIGHTS,01 ONE FAMILY HOMES,12,2018
BRONX,HIGHBRIDGE/MORRIS HEIGHTS,02 TWO FAMILY HOMES,40,2018
BRONX,HIGHBRIDGE/MORRIS HEIGHTS,03 THREE FAMILY HOMES,21,2018
BRONX,HUNTS POINT,02 TWO FAMILY HOMES,9,2018
BRONX,HUNTS POINT,03 THREE FAMILY HOMES,4,2018
BRONX,KINGSBRIDGE HTS/UNIV HTS,01 ONE FAMILY HOMES,17,2018
BRONX,KINGSBRIDGE HTS/UNIV HTS,02 TWO FAMILY HOMES,27,2018
BRONX,KINGSBRIDGE HTS/UNIV HTS,03 THREE FAMILY HOMES,8,2018
BRONX,KINGSBRIDGE/JEROME PARK,01 ONE FAMILY HOMES,13,2018
BRONX,KINGSBRIDGE/JEROME PARK,02 TWO FAMILY HOMES,25,2018
BRONX,KINGSBRIDGE/JEROME PARK,03 THREE FAMILY HOMES,5,2018
BRONX,MELROSE/CONCOURSE,01 ONE FAMILY HOMES,13,2018
BRONX,MELROSE/CONCOURSE,02 TWO FAMILY HOMES,17,2018
BRONX,MELROSE/CONCOURSE,03 THREE FAMILY HOMES,26,2018
BRONX,MORRIS PARK/VAN NEST,01 ONE FAMILY HOMES,40,2018
BRONX,MORRIS PARK/VAN NEST,02 TWO FAMILY HOMES,87,2018
BRONX,MORRIS PARK/VAN NEST,03 THREE FAMILY HOMES,21,2018
BRONX,MORRISANIA/LONGWOOD,01 ONE FAMILY HOMES,29,2018
BRONX,MORRISANIA/LONGWOOD,02 TWO FAMILY HOMES,49,2018
